saint-francis-pa
Opponent,Location,gameid
oregon,-1,5433
california-riverside,1,5434
california-santa-barbara,0,5435
stanford,-1,5436
portland,1,5437
brigham-young,-1,5438
loyola-marymount,1,5439
cal-state-bakersfield,1,5440
northern-colorado,1,5441
montana-state,-1,5442
montana,-1,5443
weber-state,1,5444
southern-utah,-1,5445
northern-arizona,-1,5446
eastern-washington,1,5447
idaho,1,5448
weber-state,-1,5449
idaho-state,-1,5450
northern-colorado,-1,5451
sacramento-state,-1,5452
northern-arizona,1,5453
southern-utah,1,5454
idaho-state,1,5455
sacramento-state,1,5456
idaho,-1,5457
eastern-washington,-1,5458
montana,1,5459
montana-state,1,5460

oregon
Opponent,Location,gameid
portland-state,1,5461
eastern-washington,1,5462
iowa,0,5463
syracuse,0,5464
green-bay,1,5465
texas-southern,1,5466
houston,-1,5467
nebraska-omaha,1,5468
san-diego,1,5469
boise-state,1,5470
florida-am,1,5471
baylor,-1,5472
boise-state,-1,5473
oregon-state,1,5474
ucla,1,5475
southern-california,1,5476
arizona,-1,5477
arizona-state,-1,5478
washington,1,5479
washington-state,1,5480
utah,-1,5481
colorado,-1,5482
california,1,5483
stanford,1,5484
oregon-state,-1,5485
southern-california,-1,5486
ucla,-1,5487
arizona-state,1,5488
arizona,1,5489
washington-state,-1,5490
washington,-1,5491

robert-morris
Opponent,Location,gameid
southern-california,-1,5492
missouri-state,-1,5493
mississippi-valley-state,1,5494
stetson,-1,5495
purdue,-1,5496
youngstown-state,1,5497
drexel,-1,5498
canisius,-1,5499
siena,1,5500
rider,-1,5501
louisville,-1,5502
fairleigh-dickinson,1,5503
mount-st-marys,1,5504
st-francis-ny,-1,5505
long-island-university,-1,5506
bryant,-1,5507
central-connecticut-state,-1,5508
sacred-heart,1,5509
wagner,1,5510
saint-francis-pa,1,5511
fairleigh-dickinson,-1,5512
bryant,1,5513
central-connecticut-state,1,5514
mount-st-marys,-1,5515
saint-francis-pa,-1,5516
long-island-university,1,5517
st-francis-ny,1,5518
sacred-heart,-1,5519
wagner,-1,5520

southern-california
Opponent,Location,gameid
robert-morris,1,5521
vanderbilt,1,5522
stetson,1,5523
texas-tech,0,5524
missouri-state,0,5525
cal-state-bakersfield,1,5526
long-beach-state,1,5527
nevada,1,5528
texas-christian,0,5529
oklahoma,-1,5530
santa-clara,-1,5531
southern-utah,1,5532
california-davis,1,5533
california,1,5534
stanford,1,5535
oregon-state,-1,5536
oregon,-1,5537
ucla,1,5538
arizona,1,5539
arizona-state,1,5540
washington,-1,5541
washington-state,-1,5542
utah,1,5543
colorado,1,5544
stanford,-1,5545
california,-1,5546
oregon,1,5547
oregon-state,1,5548
ucla,-1,5549
utah,-1,5550
colorado,-1,5551

ohio-state
Opponent,Location,gameid
cincinnati,-1,5552
ipfw,1,5553
creighton,-1,5554
south-carolina-state,1,5555
samford,1,5556
cleveland-state,1,5557
syracuse,1,5558
minnesota,1,5559
illinois,0,5560
bucknell,1,5561
youngstown-state,1,5562
ucla,0,5563
high-point,1,5564
michigan-state,1,5565
rutgers,-1,5566
iowa,-1,5567
maryland,1,5568
purdue,1,5569
nebraska,-1,5570
michigan,-1,5571
rutgers,1,5572
penn-state,1,5573
indiana,-1,5574
illinois,1,5575
michigan-state,-1,5576
northwestern,1,5577
maryland,-1,5578
iowa,1,5579
purdue,-1,5580
northwestern,-1,5581
wisconsin,1,5582

cincinnati
Opponent,Location,gameid
ohio-state,1,5583
north-carolina-central,1,5584
milwaukee,1,5585
western-michigan,1,5586
george-mason,0,5587
mississippi,0,5588
arkansas-pine-bluff,1,5589
nevada-las-vegas,-1,5590
northern-kentucky,1,5591
xavier,1,5592
mississippi-state,-1,5593
ucla,1,5594
south-carolina-state,1,5595
tulane,1,5596
east-carolina,-1,5597
tulsa,-1,5598
connecticut,1,5599
south-florida,1,5600
wichita-state,-1,5601
tulsa,1,5602
temple,-1,5603
southern-methodist,1,5604
memphis,-1,5605
houston,-1,5606
wichita-state,1,5607
central-florida,1,5608
connecticut,-1,5609
southern-methodist,-1,5610
memphis,1,5611
central-florida,-1,5612
houston,1,5613

north-florida
Opponent,Location,gameid
dayton,-1,5614
penn-state,-1,5615
wright-state,-1,5616
southern-mississippi,0,5617
jacksonville-state,0,5618
florida,-1,5619
florida-am,1,5620
charleston-southern,-1,5621
minnesota,-1,5622
florida-international,-1,5623
charleston-southern,1,5624
florida-state,-1,5625
auburn,-1,5626
north-alabama,1,5627
lipscomb,-1,5628
florida-gulf-coast,1,5629
stetson,-1,5630
liberty,-1,5631
njit,1,5632
jacksonville,1,5633
florida-gulf-coast,-1,5634
kennesaw-state,-1,5635
lipscomb,1,5636
north-alabama,-1,5637
kennesaw-state,1,5638
njit,-1,5639
jacksonville,-1,5640
liberty,1,5641
stetson,1,5642

dayton
Opponent,Location,gameid
north-florida,1,5643
coppin-state,1,5644
ipfw,1,5645
butler,0,5646
virginia,0,5647
oklahoma,0,5648
mississippi-state,1,5649
detroit-mercy,1,5650
auburn,-1,5651
tulsa,0,5652
western-michigan,1,5653
presbyterian,1,5654
georgia-southern,1,5655
richmond,1,5656
george-washington,-1,5657
massachusetts,1,5658
virginia-commonwealth,-1,5659
st-bonaventure,-1,5660
george-mason,1,5661
fordham,-1,5662
saint-josephs,1,5663
duquesne,1,5664
saint-louis,-1,5665
rhode-island,-1,5666
virginia-commonwealth,1,5667
davidson,-1,5668
saint-louis,1,5669
massachusetts,-1,5670
rhode-island,1,5671
la-salle,1,5672
duquesne,-1,5673

bethune-cookman
Opponent,Location,gameid
depaul,-1,5674
marquette,-1,5675
miami-fl,-1,5676
nebraska-omaha,1,5677
stetson,1,5678
florida-atlantic,1,5679
saint-marys-ca,-1,5680
san-jose-state,-1,5681
cal-poly,-1,5682
jacksonville,1,5683
quinnipiac,-1,5684
boston-university,-1,5685
north-carolina-central,-1,5686
howard,-1,5687
norfolk-state,-1,5688
delaware-state,1,5689
maryland-eastern-shore,1,5690
morgan-state,-1,5691
coppin-state,-1,5692
north-carolina-central,1,5693
north-carolina-at,1,5694
norfolk-state,1,5695
howard,1,5696
south-carolina-state,-1,5697
savannah-state,-1,5698
florida-am,1,5699
south-carolina-state,1,5700
florida-am,-1,5701

depaul
Opponent,Location,gameid
bethune-cookman,1,5702
morgan-state,1,5703
penn-state,1,5704
notre-dame,-1,5705
cleveland-state,1,5706
florida-am,1,5707
northwestern,-1,5708
chicago-state,1,5709
illinois-chicago,1,5710
incarnate-word,1,5711
boston-college,1,5712
xavier,1,5713
villanova,-1,5714
seton-hall,1,5715
st-johns-ny,-1,5716
butler,1,5717
seton-hall,-1,5718
marquette,-1,5719
providence,-1,5720
villanova,1,5721
providence,1,5722
xavier,-1,5723
marquette,1,5724
butler,-1,5725
creighton,1,5726
georgetown,-1,5727
st-johns-ny,1,5728
georgetown,1,5729
creighton,-1,5730

marshall
Opponent,Location,gameid
eastern-kentucky,-1,5731
hofstra,1,5732
mount-st-marys,1,5733
north-carolina-at,1,5734
maryland,-1,5735
william-mary,1,5736
ohio,-1,5737
duquesne,-1,5738
toledo,1,5739
morehead-state,1,5740
akron,-1,5741
texas-am,-1,5742
virginia,-1,5743
old-dominion,-1,5744
charlotte,-1,5745
western-kentucky,1,5746
florida-atlantic,1,5747
florida-international,1,5748
western-kentucky,-1,5749
louisiana-tech,-1,5750
southern-mississippi,-1,5751
texas-el-paso,1,5752
texas-san-antonio,1,5753
north-texas,-1,5754
rice,-1,5755
alabama-birmingham,1,5756
middle-tennessee,1,5757

eastern-kentucky
Opponent,Location,gameid
marshall,1,5758
chattanooga,-1,5759
kansas-state,0,5760
northern-iowa,0,5761
kennesaw-state,0,5762
tennessee,-1,5763
high-point,-1,5764
south-carolina-upstate,1,5765
northern-kentucky,1,5766
xavier,-1,5767
duquesne,-1,5768
austin-peay,-1,5769
murray-state,-1,5770
tennessee-state,-1,5771
belmont,-1,5772
tennessee-martin,1,5773
southeast-missouri-state,1,5774
jacksonville-state,1,5775
tennessee-tech,1,5776
eastern-illinois,-1,5777
southern-illinois-edwardsville,-1,5778
belmont,1,5779
tennessee-state,1,5780
morehead-state,-1,5781
murray-state,1,5782
tennessee-tech,-1,5783
jacksonville-state,-1,5784
austin-peay,1,5785
morehead-state,1,5786

lafayette
Opponent,Location,gameid
saint-peters,-1,5787
la-salle,-1,5788
pennsylvania,-1,5789
st-francis-ny,1,5790
fairleigh-dickinson,-1,5791
cornell,1,5792
sacred-heart,1,5793
connecticut,-1,5794
quinnipiac,-1,5795
princeton,1,5796
lehigh,-1,5797
army,-1,5798
loyola-md,1,5799
holy-cross,-1,5800
navy,1,5801
american,-1,5802
colgate,-1,5803
army,1,5804
lehigh,1,5805
bucknell,1,5806
boston-university,-1,5807
holy-cross,1,5808
navy,-1,5809
loyola-md,-1,5810
american,1,5811
bucknell,-1,5812
boston-university,1,5813
colgate,1,5814

saint-peters
Opponent,Location,gameid
lafayette,1,5815
delaware,1,5816
bryant,-1,5817
north-carolina-state,-1,5818
north-texas,-1,5819
auburn,-1,5820
maine,1,5821
clemson,-1,5822
long-island-university,1,5823
st-francis-ny,-1,5824
fairleigh-dickinson,-1,5825
hampton,1,5826
siena,1,5827
monmouth,-1,5828
fairfield,-1,5829
marist,1,5830
manhattan,1,5831
niagara,-1,5832
quinnipiac,-1,5833
rider,-1,5834
manhattan,-1,5835
monmouth,1,5836
canisius,1,5837
iona,-1,5838
rider,1,5839
siena,-1,5840
marist,-1,5841
niagara,1,5842
quinnipiac,1,5843
fairfield,1,5844

bucknell
Opponent,Location,gameid
st-bonaventure,-1,5845
fairfield,1,5846
canisius,1,5847
vermont,-1,5848
northeastern,1,5849
monmouth,1,5850
la-salle,-1,5851
ohio-state,-1,5852
saint-marys-ca,-1,5853
rhode-island,0,5854
texas-christian,0,5855
nevada-las-vegas,0,5856
army,-1,5857
boston-university,-1,5858
colgate,1,5859
american,1,5860
holy-cross,1,5861
lehigh,-1,5862
loyola-md,1,5863
american,-1,5864
navy,1,5865
lafayette,-1,5866
loyola-md,-1,5867
boston-university,1,5868
lehigh,1,5869
holy-cross,-1,5870
colgate,-1,5871
lafayette,1,5872
navy,-1,5873
army,1,5874

st-bonaventure
Opponent,Location,gameid
bucknell,1,5875
jackson-state,1,5876
niagara,-1,5877
georgia-state,0,5878
boise-state,0,5879
akron,0,5880
canisius,1,5881
delaware-state,1,5882
siena,1,5883
buffalo,1,5884
vermont,-1,5885
northeastern,-1,5886
syracuse,-1,5887
george-mason,-1,5888
saint-josephs,1,5889
fordham,0,5890
rhode-island,-1,5891
dayton,1,5892
massachusetts,-1,5893
richmond,-1,5894
davidson,1,5895
duquesne,-1,5896
virginia-commonwealth,1,5897
saint-josephs,-1,5898
george-mason,1,5899
la-salle,1,5900
fordham,-1,5901
duquesne,1,5902
george-washington,-1,5903
davidson,-1,5904
saint-louis,1,5905

high-point
Opponent,Location,gameid
william-mary,-1,5906
wofford,1,5907
south-dakota,0,5908
maryland-baltimore-county,0,5909
air-force,0,5910
east-carolina,-1,5911
citadel,-1,5912
eastern-kentucky,1,5913
valparaiso,-1,5914
western-carolina,1,5915
richmond,0,5916
ohio-state,-1,5917
charleston-southern,-1,5918
presbyterian,1,5919
winthrop,-1,5920
south-carolina-upstate,1,5921
longwood,-1,5922
north-carolina-asheville,1,5923
gardner-webb,-1,5924
hampton,1,5925
campbell,1,5926
radford,-1,5927
longwood,1,5928
hampton,-1,5929
campbell,-1,5930
gardner-webb,1,5931
radford,1,5932
north-carolina-asheville,-1,5933

william-mary
Opponent,Location,gameid
high-point,1,5934
duquesne,-1,5935
illinois-chicago,-1,5936
notre-dame,-1,5937
radford,1,5938
saint-josephs,1,5939
marshall,-1,5940
george-mason,1,5941
old-dominion,-1,5942
hampton,-1,5943
virginia,-1,5944
james-madison,1,5945
towson,1,5946
delaware,-1,5947
drexel,-1,5948
hofstra,1,5949
northeastern,1,5950
elon,1,5951
north-carolina-wilmington,-1,5952
college-of-charleston,-1,5953
drexel,1,5954
delaware,1,5955
northeastern,-1,5956
hofstra,-1,5957
elon,-1,5958
college-of-charleston,1,5959
north-carolina-wilmington,1,5960
towson,-1,5961
james-madison,-1,5962

western-carolina
Opponent,Location,gameid
wright-state,-1,5963
college-of-charleston,1,5964
southern-methodist,-1,5965
jacksonville-state,0,5966
southern-mississippi,0,5967
jacksonville,1,5968
wake-forest,-1,5969
furman,-1,5970
north-carolina-state,-1,5971
north-carolina-asheville,-1,5972
high-point,-1,5973
iowa,-1,5974
bowling-green-state,-1,5975
wofford,1,5976
chattanooga,1,5977
samford,1,5978
mercer,-1,5979
citadel,-1,5980
north-carolina-greensboro,1,5981
virginia-military-institute,-1,5982
east-tennessee-state,1,5983
chattanooga,-1,5984
samford,-1,5985
furman,1,5986
wofford,-1,5987
mercer,1,5988
citadel,1,5989
north-carolina-greensboro,-1,5990
virginia-military-institute,1,5991
east-tennessee-state,-1,5992

wright-state
Opponent,Location,gameid
western-carolina,1,5993
murray-state,-1,5994
toledo,1,5995
north-florida,1,5996
penn-state,0,5997
southern-methodist,0,5998
indiana-state,-1,5999
miami-oh,1,6000
kent-state,-1,6001
morehead-state,1,6002
mississippi-state,0,6003
illinois-chicago,1,6004
iupui,1,6005
detroit-mercy,-1,6006
oakland,-1,6007
northern-kentucky,-1,6008
youngstown-state,-1,6009
cleveland-state,-1,6010
milwaukee,1,6011
green-bay,1,6012
illinois-chicago,-1,6013
iupui,-1,6014
oakland,1,6015
detroit-mercy,1,6016
northern-kentucky,1,6017
cleveland-state,1,6018
youngstown-state,1,6019
green-bay,-1,6020
milwaukee,-1,6021

houston-baptist
Opponent,Location,gameid
arizona,-1,6022
fordham,1,6023
wisconsin,-1,6024
wake-forest,-1,6025
texas-san-antonio,1,6026
louisiana-tech,-1,6027
texas-state,-1,6028
samford,-1,6029
miami-fl,-1,6030
lamar,1,6031
new-orleans,-1,6032
nicholls-state,-1,6033
abilene-christian,-1,6034
sam-houston-state,1,6035
southeastern-louisiana,1,6036
mcneese-state,-1,6037
incarnate-word,-1,6038
texas-am-corpus-christi,1,6039
stephen-f-austin,1,6040
central-arkansas,-1,6041
nicholls-state,1,6042
northwestern-state,1,6043
sam-houston-state,-1,6044
lamar,-1,6045
mcneese-state,1,6046
incarnate-word,1,6047
texas-am-corpus-christi,-1,6048

arizona
Opponent,Location,gameid
houston-baptist,1,6049
cal-poly,1,6050
texas-el-paso,1,6051
iowa-state,0,6052
gonzaga,0,6053
auburn,0,6054
georgia-southern,1,6055
connecticut,-1,6056
utah-valley,1,6057
alabama,-1,6058
baylor,1,6059
montana,1,6060
california-davis,1,6061
colorado,1,6062
utah,1,6063
stanford,-1,6064
california,-1,6065
oregon,1,6066
oregon-state,1,6067
southern-california,-1,6068
ucla,-1,6069
arizona-state,-1,6070
washington,1,6071
washington-state,1,6072
utah,-1,6073
colorado,-1,6074
california,1,6075
stanford,1,6076
oregon-state,-1,6077
oregon,-1,6078
arizona-state,1,6079

savannah-state
Opponent,Location,gameid
texas-am,-1,6080
georgia,-1,6081
tennessee-tech,1,6082
gardner-webb,1,6083
kent-state,-1,6084
alcorn-state,0,6085
liberty,-1,6086
vanderbilt,-1,6087
gardner-webb,-1,6088
south-dakota-state,-1,6089
wisconsin,-1,6090
tennessee-tech,-1,6091
iowa,-1,6092
coppin-state,-1,6093
morgan-state,-1,6094
florida-am,-1,6095
norfolk-state,1,6096
south-carolina-state,1,6097
north-carolina-central,1,6098
delaware-state,-1,6099
maryland-eastern-shore,-1,6100
coppin-state,1,6101
morgan-state,1,6102
florida-am,1,6103
bethune-cookman,1,6104
north-carolina-central,-1,6105
north-carolina-at,-1,6106
howard,1,6107
south-carolina-state,-1,6108

texas-am
Opponent,Location,gameid
savannah-state,1,6109
california-irvine,1,6110
gonzaga,-1,6111
minnesota,0,6112
washington,0,6113
south-alabama,1,6114
northwestern-state,1,6115
oregon-state,0,6116
valparaiso,1,6117
marshall,1,6118
texas-southern,1,6119
arkansas,1,6120
kentucky,-1,6121
alabama,-1,6122
auburn,1,6123
missouri,1,6124
florida,-1,6125
kansas-state,1,6126
louisiana-state,1,6127
tennessee,1,6128
mississippi,-1,6129
missouri,-1,6130
georgia,1,6131
south-carolina,-1,6132
alabama,1,6133
arkansas,-1,6134
louisiana-state,-1,6135
vanderbilt,1,6136
south-carolina,1,6137
mississippi-state,-1,6138

cal-state-bakersfield
Opponent,Location,gameid
texas-christian,-1,6139
central-michigan,0,6140
san-jose-state,0,6141
weber-state,0,6142
southern-california,-1,6143
south-dakota,-1,6144
idaho,-1,6145
lamar,1,6146
cal-poly,1,6147
portland-state,-1,6148
gonzaga,-1,6149
seattle,1,6150
utah-valley,1,6151
texas-pan-american,-1,6152
new-mexico-state,-1,6153
missouri-kansas-city,1,6154
chicago-state,1,6155
california-baptist,-1,6156
grand-canyon,1,6157
new-mexico-state,1,6158
texas-pan-american,1,6159
chicago-state,-1,6160
missouri-kansas-city,-1,6161
california-baptist,1,6162
grand-canyon,-1,6163
seattle,-1,6164
utah-valley,-1,6165

texas-christian
Opponent,Location,gameid
cal-state-bakersfield,1,6166
oral-roberts,1,6167
fresno-state,1,6168
lipscomb,1,6169
eastern-michigan,1,6170
central-michigan,1,6171
southern-methodist,-1,6172
southern-california,0,6173
indiana-state,1,6174
charlotte,0,6175
bucknell,0,6176
indiana-state,0,6177
baylor,1,6178
kansas,-1,6179
oklahoma,-1,6180
west-virginia,1,6181
kansas-state,-1,6182
texas,1,6183
florida,1,6184
texas-tech,-1,6185
baylor,-1,6186
oklahoma-state,1,6187
iowa-state,-1,6188
kansas,1,6189
oklahoma,1,6190
oklahoma-state,-1,6191
iowa-state,1,6192
west-virginia,-1,6193
texas-tech,1,6194
kansas-state,1,6195
texas,-1,6196

mcneese-state
Opponent,Location,gameid
saint-marys-ca,-1,6197
arizona-state,-1,6198
southern-methodist,-1,6199
north-carolina-central,-1,6200
mississippi-state,-1,6201
north-carolina-central,1,6202
missouri-kansas-city,-1,6203
louisiana-lafayette,1,6204
texas-pan-american,-1,6205
incarnate-word,-1,6206
northwestern-state,-1,6207
abilene-christian,1,6208
new-orleans,-1,6209
nicholls-state,1,6210
southeastern-louisiana,1,6211
houston-baptist,1,6212
lamar,1,6213
sam-houston-state,-1,6214
northwestern-state,1,6215
stephen-f-austin,-1,6216
southeastern-louisiana,-1,6217
central-arkansas,1,6218
new-orleans,1,6219
nicholls-state,-1,6220
houston-baptist,-1,6221
texas-am-corpus-christi,1,6222
lamar,-1,6223

saint-marys-ca
Opponent,Location,gameid
mcneese-state,1,6224
utah-valley,1,6225
new-mexico-state,-1,6226
utah-state,0,6227
mississippi-state,0,6228
harvard,1,6229
california-irvine,1,6230
california,1,6231
bethune-cookman,1,6232
new-mexico,0,6233
cal-state-fullerton,1,6234
louisiana-state,0,6235
bucknell,1,6236
western-kentucky,-1,6237
san-jose-state,1,6238
san-francisco,-1,6239
brigham-young,1,6240
loyola-marymount,-1,6241
santa-clara,1,6242
san-diego,1,6243
brigham-young,-1,6244
pepperdine,-1,6245
san-francisco,1,6246
pacific,1,6247
gonzaga,-1,6248
santa-clara,-1,6249
pepperdine,1,6250
pacific,-1,6251
san-diego,-1,6252
portland,1,6253
gonzaga,1,6254

morehead-state
Opponent,Location,gameid
connecticut,-1,6255
syracuse,-1,6256
missouri-kansas-city,0,6257
green-bay,0,6258
lipscomb,1,6259
northern-kentucky,1,6260
marshall,-1,6261
samford,-1,6262
wright-state,-1,6263
iupui,1,6264
missouri,-1,6265
murray-state,-1,6266
austin-peay,-1,6267
belmont,-1,6268
tennessee-state,-1,6269
southeast-missouri-state,1,6270
tennessee-martin,1,6271
tennessee-tech,1,6272
jacksonville-state,1,6273
southern-illinois-edwardsville,-1,6274
eastern-illinois,-1,6275
tennessee-state,1,6276
belmont,1,6277
eastern-kentucky,1,6278
austin-peay,1,6279
jacksonville-state,-1,6280
tennessee-tech,-1,6281
murray-state,1,6282
eastern-kentucky,-1,6283

connecticut
Opponent,Location,gameid
morehead-state,1,6284
missouri-kansas-city,1,6285
syracuse,0,6286
iowa,0,6287
cornell,1,6288
new-hampshire,1,6289
massachusetts-lowell,1,6290
arizona,1,6291
lafayette,1,6292
florida-state,0,6293
manhattan,1,6294
drexel,1,6295
villanova,0,6296
south-florida,-1,6297
central-florida,1,6298
southern-methodist,1,6299
cincinnati,-1,6300
tulsa,-1,6301
tulane,1,6302
wichita-state,1,6303
central-florida,-1,6304
east-carolina,1,6305
temple,-1,6306
memphis,-1,6307
houston,1,6308
southern-methodist,-1,6309
cincinnati,1,6310
wichita-state,-1,6311
south-florida,1,6312
temple,1,6313
east-carolina,-1,6314

nicholls-state
Opponent,Location,gameid
louisville,-1,6315
washington-state,-1,6316
idaho,-1,6317
baylor,-1,6318
mississippi,-1,6319
north-carolina-central,0,6320
western-michigan,0,6321
boston-university,-1,6322
louisiana-monroe,-1,6323
northwestern-state,-1,6324
incarnate-word,-1,6325
stephen-f-austin,1,6326
houston-baptist,1,6327
mcneese-state,-1,6328
central-arkansas,-1,6329
texas-am-corpus-christi,-1,6330
lamar,1,6331
southeastern-louisiana,-1,6332
new-orleans,-1,6333
abilene-christian,1,6334
houston-baptist,-1,6335
sam-houston-state,-1,6336
central-arkansas,1,6337
mcneese-state,1,6338
new-orleans,1,6339
northwestern-state,1,6340
southeastern-louisiana,1,6341

louisville
Opponent,Location,gameid
nicholls-state,1,6342
southern,1,6343
vermont,1,6344
tennessee,0,6345
marquette,0,6346
michigan-state,1,6347
seton-hall,-1,6348
central-arkansas,1,6349
indiana,-1,6350
lipscomb,1,6351
kent-state,1,6352
robert-morris,1,6353
kentucky,1,6354
miami-fl,1,6355
pittsburgh,-1,6356
north-carolina,-1,6357
boston-college,1,6358
georgia-tech,-1,6359
north-carolina-state,1,6360
pittsburgh,1,6361
wake-forest,-1,6362
north-carolina,1,6363
virginia-tech,-1,6364
florida-state,-1,6365
duke,1,6366
clemson,1,6367
syracuse,-1,6368
virginia,1,6369
boston-college,-1,6370
notre-dame,1,6371
virginia,-1,6372

evansville
Opponent,Location,gameid
illinois,-1,6373
xavier,-1,6374
texas-southern,1,6375
ball-state,-1,6376
wyoming,1,6377
arkansas-state,-1,6378
ball-state,1,6379
jacksonville-state,1,6380
murray-state,-1,6381
green-bay,1,6382
miami-oh,-1,6383
drake,1,6384
illinois-state,-1,6385
loyola-il,1,6386
indiana-state,1,6387
missouri-state,-1,6388
illinois-state,1,6389
drake,-1,6390
northern-iowa,-1,6391
bradley,1,6392
valparaiso,1,6393
indiana-state,-1,6394
southern-illinois,-1,6395
missouri-state,1,6396
northern-iowa,1,6397
loyola-il,-1,6398
bradley,-1,6399
southern-illinois,1,6400
valparaiso,-1,6401

illinois
Opponent,Location,gameid
evansville,1,6402
georgetown,1,6403
gonzaga,0,6404
iowa-state,0,6405
xavier,0,6406
mississippi-valley-state,1,6407
notre-dame,-1,6408
nebraska,-1,6409
ohio-state,0,6410
nevada-las-vegas,1,6411
east-tennessee-state,1,6412
missouri,0,6413
florida-atlantic,1,6414
indiana,-1,6415
northwestern,-1,6416
michigan,1,6417
minnesota,1,6418
iowa,-1,6419
wisconsin,1,6420
maryland,0,6421
minnesota,-1,6422
nebraska,1,6423
michigan-state,1,6424
rutgers,1,6425
ohio-state,-1,6426
wisconsin,-1,6427
penn-state,1,6428
purdue,-1,6429
northwestern,1,6430
indiana,1,6431
penn-state,-1,6432

iowa
Opponent,Location,gameid
missouri-kansas-city,1,6433
green-bay,1,6434
oregon,0,6435
connecticut,0,6436
alabama-state,1,6437
pittsburgh,1,6438
wisconsin,1,6439
michigan-state,-1,6440
iowa-state,1,6441
northern-iowa,0,6442
western-carolina,1,6443
savannah-state,1,6444
bryant,1,6445
purdue,-1,6446
nebraska,1,6447
northwestern,-1,6448
ohio-state,1,6449
penn-state,-1,6450
illinois,1,6451
michigan-state,1,6452
minnesota,-1,6453
michigan,1,6454
indiana,-1,6455
northwestern,1,6456
rutgers,-1,6457
maryland,1,6458
indiana,1,6459
ohio-state,-1,6460
rutgers,1,6461
wisconsin,-1,6462
nebraska,-1,6463

new-orleans
Opponent,Location,gameid
northwestern,-1,6464
alabama-birmingham,-1,6465
louisiana-lafayette,1,6466
south-alabama,1,6467
tulsa,-1,6468
pittsburgh,-1,6469
baylor,-1,6470
abilene-christian,-1,6471
houston-baptist,1,6472
lamar,-1,6473
mcneese-state,1,6474
stephen-f-austin,1,6475
texas-am-corpus-christi,-1,6476
central-arkansas,-1,6477
incarnate-word,-1,6478
northwestern-state,1,6479
incarnate-word,1,6480
northwestern-state,-1,6481
nicholls-state,1,6482
texas-am-corpus-christi,1,6483
southeastern-louisiana,1,6484
mcneese-state,-1,6485
sam-houston-state,1,6486
nicholls-state,-1,6487
southeastern-louisiana,-1,6488

northwestern
Opponent,Location,gameid
new-orleans,1,6489
american,1,6490
binghamton,1,6491
fresno-state,0,6492
la-salle,0,6493
utah,0,6494
georgia-tech,1,6495
indiana,-1,6496
michigan,1,6497
depaul,1,6498
chicago-state,1,6499
oklahoma,1,6500
columbia,1,6501
michigan-state,-1,6502
illinois,1,6503
iowa,1,6504
michigan,-1,6505
rutgers,-1,6506
indiana,1,6507
wisconsin,-1,6508
maryland,-1,6509
penn-state,1,6510
iowa,-1,6511
rutgers,1,6512
nebraska,-1,6513
ohio-state,-1,6514
wisconsin,1,6515
minnesota,1,6516
illinois,-1,6517
ohio-state,1,6518
purdue,1,6519

northwestern-state
Opponent,Location,gameid
southern-methodist,-1,6520
brigham-young,-1,6521
rice,-1,6522
houston,-1,6523
alabama-am,1,6524
louisiana-monroe,1,6525
texas-el-paso,-1,6526
texas-am,-1,6527
texas-tech,-1,6528
southern,1,6529
nicholls-state,1,6530
mcneese-state,1,6531
texas-am-corpus-christi,1,6532
stephen-f-austin,-1,6533
abilene-christian,-1,6534
sam-houston-state,1,6535
southeastern-louisiana,1,6536
new-orleans,-1,6537
central-arkansas,-1,6538
new-orleans,1,6539
mcneese-state,-1,6540
lamar,-1,6541
stephen-f-austin,1,6542
houston-baptist,-1,6543
incarnate-word,1,6544
southeastern-louisiana,-1,6545
nicholls-state,-1,6546
central-arkansas,1,6547

southern-methodist
Opponent,Location,gameid
northwestern-state,1,6548
southern-mississippi,1,6549
western-carolina,1,6550
lipscomb,1,6551
bradley,0,6552
wright-state,0,6553
lamar,1,6554
mcneese-state,1,6555
oral-roberts,1,6556
texas-christian,1,6557
georgetown,-1,6558
cornell,1,6559
east-carolina,1,6560
tulane,-1,6561
connecticut,-1,6562
tulsa,1,6563
houston,1,6564
memphis,-1,6565
tulane,1,6566
wichita-state,-1,6567
cincinnati,-1,6568
south-florida,1,6569
central-florida,1,6570
temple,-1,6571
connecticut,1,6572
central-florida,-1,6573
cincinnati,1,6574
wichita-state,1,6575
houston,-1,6576
south-florida,-1,6577

utah
Opponent,Location,gameid
maine,1,6578
minnesota,-1,6579
mississippi-valley-state,1,6580
hawaii,0,6581
grand-canyon,0,6582
northwestern,0,6583
tulsa,1,6584
brigham-young,0,6585
kentucky,-1,6586
florida-am,1,6587
northern-arizona,1,6588
nevada,1,6589
arizona-state,-1,6590
arizona,-1,6591
washington,1,6592
washington-state,1,6593
colorado,1,6594
stanford,-1,6595
california,-1,6596
oregon,1,6597
oregon-state,1,6598
southern-california,-1,6599
ucla,-1,6600
arizona,1,6601
arizona-state,1,6602
washington,-1,6603
washington-state,-1,6604
colorado,-1,6605
southern-california,1,6606
ucla,1,6607

drexel
Opponent,Location,gameid
eastern-michigan,-1,6608
rutgers,-1,6609
la-salle,-1,6610
boston-university,1,6611
bowling-green-state,-1,6612
njit,1,6613
robert-morris,1,6614
loyola-md,1,6615
