saint-francis-pa,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
north-florida,1.0280649926144756,0.8949658172778123,87.0,84.625
jacksonville-state,1.1180581095991173,0.8764367816091955,76.0,67.975
depaul,0.89058524173028,0.9002813379180995,70.0,78.6

virginia-military-institute,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
pittsburgh,0.7956600361663653,1.332388377037562,55.0,69.125
south-carolina-upstate,1.0626702997275204,0.9517514871116985,78.0,73.4
kentucky,1.148861646234676,1.3026548672566372,82.0,71.375

longwood,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
richmond,0.8493427704752275,0.7671957671957672,63.0,74.175
maryland-eastern-shore,1.0568454763811048,0.9527410207939508,66.0,62.45
delaware-state,1.283345349675559,1.0256410256410258,89.0,69.35
charlotte,0.6354378818737271,0.6997084548104956,39.0,61.375

richmond,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
longwood,0.7671957671957672,0.8493427704752275,58.0,75.6
st-francis-ny,1.3100111648678825,1.0030395136778116,88.0,67.175
iupui,1.0572687224669604,1.0347376201034737,78.0,73.775
loyola-il,0.9748892171344165,1.1735241502683362,66.0,67.7

fairleigh-dickinson,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
rutgers,0.7126660187884678,1.1988011988011988,55.0,77.175

rutgers,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
fairleigh-dickinson,1.1988011988011988,0.7126660187884678,90.0,75.075
drexel,1.2281835811247577,0.8724388631857236,95.0,77.35
st-johns-ny,0.85667215815486,1.2068965517241381,65.0,75.875
eastern-michigan,0.9025787965616047,0.528828497980169,63.0,69.8

saint-josephs,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
old-dominion,1.1375089992800576,0.9245214879017697,79.0,69.45
monmouth,1.1071682044002837,0.9312638580931263,78.0,70.45
wake-forest,1.2954876273653566,1.0158262789841737,89.0,68.7
central-florida,0.8881963381379042,1.2439418416801293,57.0,64.175
west-virginia,1.2113055181695829,1.3165931455717679,90.0,74.3

jacksonville-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
samford,0.8820826952526799,1.113464447806354,72.0,81.625
penn-state,0.8764367816091955,1.1180581095991173,61.0,69.6
bradley,0.9520322226290735,1.0818713450292397,65.0,68.275

louisiana-lafayette,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
tennessee,0.8825526137135098,1.2482065997130558,65.0,73.65
kansas,0.9908735332464146,1.1506140917905625,76.0,76.7
colorado-state,1.1339563862928348,0.9214263174502998,91.0,80.25

tennessee,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
louisiana-lafayette,1.2482065997130558,0.8825526137135098,87.0,69.7
georgia-tech,0.9843400447427294,0.7164582629266645,66.0,67.05

arkansas,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas,0.8830845771144278,0.8984615384615384,71.0,80.4
california-davis,1.0321758521822237,0.7291011942174733,81.0,78.475
indiana,0.9237583043340715,0.9584026622296173,73.0,79.025

hampton,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
virginia-commonwealth,0.7270408163265306,0.8547537937441934,57.0,78.4
california,0.8413001912045889,1.145721446473326,66.0,78.45
bowling-green-state,1.026974325641859,1.0175879396984926,79.0,76.925

virginia-tech,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
gardner-webb,1.047877145438121,0.719731625495578,87.0,83.025
ball-state,1.1183454615090003,1.0215482841181165,73.0,65.275
northeastern,1.377151799687011,1.0204081632653061,88.0,63.9
purdue,1.2301313061506567,1.2165628435324296,89.0,72.35

arkansas-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
abilene-christian,0.9431524547803617,1.2251547735418704,73.0,77.4
grand-canyon,0.993103448275862,1.204894885472231,72.0,72.5

abilene-christian,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
arkansas-state,1.2251547735418704,0.9431524547803617,94.0,76.725
denver,1.1056105610561056,0.9803133788670149,67.0,60.6

georgia,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
savannah-state,1.1802575107296136,0.7721615443230887,110.0,93.2
temple,0.9691629955947136,1.005586592178771,77.0,79.45
sam-houston-state,1.1355034065102196,0.9366995975118917,75.0,66.05
illinois-state,1.144901610017889,0.9186085781830462,80.0,69.875

albany-ny,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
iona,0.8994708994708995,0.9746192893401016,68.0,75.6
boston-university,0.9320091673032849,1.1229735073151443,61.0,65.45
canisius,1.073345259391771,0.9182608695652174,75.0,69.875

iona,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
albany-ny,0.9746192893401016,0.8994708994708995,72.0,73.875
new-mexico,1.0109622411693058,1.096892138939671,83.0,82.1
long-beach-state,1.0328068043742407,1.0683229813664596,85.0,82.3

kennesaw-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
kansas-state,0.608534322820037,0.8208134847929646,41.0,67.375
samford,0.9411764705882353,1.1704230921312773,60.0,63.75
missouri,0.7698001480384901,0.8661417322834646,52.0,67.55
old-dominion,0.6478290833907651,0.9520322226290735,47.0,72.55
eastern-kentucky,0.9588635691032851,1.2422360248447204,81.0,84.475

kansas-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
kennesaw-state,0.8208134847929646,0.608534322820037,56.0,68.225
denver,0.9036357218496294,0.7713498622589532,64.0,70.825
eastern-kentucky,1.18861432593056,0.8180451127819549,95.0,79.925
pennsylvania,0.9548675867213725,0.6717984604618614,64.0,67.025
missouri,1.2581511315688532,1.0464662241311986,82.0,65.175

furman,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
loyola-il,0.7992007992007991,0.7958833619210978,60.0,75.075
gardner-webb,1.127121357668908,1.0817610062893082,88.0,78.075
villanova,0.9806451612903225,0.8805438653285854,76.0,77.5

rice,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
pennsylvania,0.8978145304193739,1.1316113161131611,76.0,84.65
alabama-am,1.0822831727205338,0.8407552547203421,73.0,67.45
houston,1.0596026490066226,1.1992409867172675,68.0,64.175
northwestern-state,1.2378640776699028,0.8958837772397095,102.0,82.4

oklahoma,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas-pan-american,1.1414236437754783,0.893329415221863,91.0,79.725
texas-san-antonio,1.0981382139476177,0.7945449155054847,87.0,79.225
wofford,1.0380622837370241,0.9387605427209388,75.0,72.25

texas-pan-american,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
oklahoma,0.893329415221863,1.1414236437754783,76.0,85.075
texas-am-corpus-christi,1.110299488677867,1.069767441860465,76.0,68.45
prairie-view,0.8849557522123894,0.707635009310987,70.0,79.1
east-carolina,0.7831141021719181,0.941336971350614,64.0,81.725

air-force,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas-state,0.8888888888888888,1.0542879622344612,57.0,64.125
maryland-baltimore-county,0.8184143222506395,0.9082866411088174,72.0,87.975
south-dakota,0.9423704240666909,0.9107601909658465,65.0,68.975
high-point,0.9748427672955975,1.1210398050365558,62.0,63.6

texas-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
air-force,1.0542879622344612,0.8888888888888888,67.0,63.55
drake,0.9302325581395349,1.0197144799456153,69.0,74.175

montana,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
georgia-state,0.9947804728277556,0.9560723514211885,81.0,81.425
incarnate-word,1.3424756405629736,1.0011376564277588,93.0,69.275
miami-oh,1.0680321872713974,1.0810810810810811,73.0,68.35
georgia-southern,1.0387858347386172,1.0536713862364175,77.0,74.125

texas-el-paso,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
new-mexico-state,0.8958130477117818,1.24634858812074,69.0,77.025
arizona,0.651558073654391,1.1006617903169627,46.0,70.6

radford,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
illinois-chicago,1.2243478260869565,1.0951210951210952,88.0,71.875
notre-dame,1.0273134936812067,0.9876543209876543,63.0,61.325
duquesne,0.9139593002499107,0.960668290985033,64.0,70.025

west-virginia,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
buffalo,1.072753209700428,1.109865470852018,94.0,87.625
monmouth,0.965001698946653,0.8021188043889519,71.0,73.575
western-kentucky,0.7400194741966893,0.8731808731808731,57.0,77.025
saint-josephs,1.3165931455717679,1.2113055181695829,97.0,73.675

utah-valley,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
brigham-young,0.832,0.9884678747940692,65.0,78.125
saint-marys-ca,0.9100758396533045,1.3757009345794393,63.0,69.225
utah-state,0.625,0.8652246256239601,46.0,73.6
hartford,0.9917355371900827,0.8538587848932676,72.0,72.6

prairie-view,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
santa-clara,1.1663066954643628,0.891675374433995,81.0,69.45
baylor,0.9930178432893716,1.2001318826244642,64.0,64.45
texas-pan-american,0.707635009310987,0.8849557522123894,57.0,80.55
lamar,0.8975217682518418,1.0463061152350654,67.0,74.65
north-carolina-greensboro,0.9635036496350365,1.0147411724374358,66.0,68.5

santa-clara,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
prairie-view,0.891675374433995,1.1663066954643628,64.0,71.775
california-irvine,0.7035175879396984,0.8594575554772808,49.0,69.65
washington,0.8950312602829879,1.0911510312707917,68.0,75.975

yale,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
california,0.9886178861788618,0.7845744680851063,76.0,76.875
memphis,1.0121557926072935,1.105476673427992,102.0,100.775

california,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
yale,0.7845744680851063,0.9886178861788618,59.0,75.2
hampton,1.145721446473326,0.8413001912045889,80.0,69.825
st-johns-ny,1.168639053254438,1.2234240954867586,79.0,67.6

portland,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
hawaii,0.925524222704266,1.1606510969568293,64.0,69.15
north-texas,1.1235090419392075,1.2273800157356414,73.0,64.975
cal-state-northridge,1.107649705780547,1.0613370089593384,80.0,72.225

hawaii,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
portland,1.1606510969568293,0.925524222704266,82.0,70.65
north-texas,0.7706837929731772,1.0518174787316317,51.0,66.175
northern-arizona,1.2296564195298372,0.9289617486338797,85.0,69.125

long-beach-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
ucla,0.9828009828009827,1.067448680351906,80.0,81.4
arizona-state,0.7125307125307124,1.0830324909747293,58.0,81.4
mississippi-state,0.6788685524126455,1.0456651224354732,51.0,75.125
iona,1.0683229813664596,1.0328068043742407,86.0,80.5

bradley,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
southeast-missouri-state,0.9970674486803519,0.7821612349914236,68.0,68.2
jacksonville-state,1.0818713450292397,0.9520322226290735,74.0,68.4
illinois-chicago,0.9936124911284598,1.0078069552874378,70.0,70.45

northern-arizona,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
jacksonville,1.1564828614008942,1.056701030927835,97.0,83.875
south-dakota,0.9698558322411533,1.2028065486134314,74.0,76.3
nebraska-omaha,0.9934640522875817,0.8949152542372881,76.0,76.5
hawaii,0.9289617486338797,1.2296564195298372,68.0,73.2

wake-forest,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
north-carolina-at,1.2917115177610334,1.0982048574445618,90.0,69.675
saint-josephs,1.0158262789841737,1.2954876273653566,69.0,67.925
cal-state-fullerton,0.8934010152284264,0.811554332874828,66.0,73.875
valparaiso,1.038374717832957,0.968113714944295,69.0,66.45

houston,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
alabama-am,1.4200351493848857,0.7730851825340015,101.0,71.125
rice,1.1992409867172675,1.0596026490066226,79.0,65.875
northwestern-state,1.3587406793703398,0.8712871287128713,82.0,60.349999999999994

oklahoma-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
charlotte,0.9474463360473724,0.9431939978563774,64.0,67.55
texas-san-antonio,1.1310344827586207,0.7794738551477753,82.0,72.5
college-of-charleston,1.0290334435869164,0.8378475984109788,70.0,68.025

colorado-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
arkansas-pine-bluff,1.3886792452830188,1.002618780396558,92.0,66.25
montana-state,1.1360448807854138,1.0972568578553616,81.0,71.3
louisiana-lafayette,0.9214263174502998,1.1339563862928348,73.0,79.225

tennessee-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
lipscomb,0.9275022013501615,1.0271722902358913,79.0,85.175
arkansas-little-rock,0.8975217682518418,1.1062979006997666,67.0,74.65

lipscomb,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
tennessee-state,1.0271722902358913,0.9275022013501615,86.0,83.725
belmont,0.9724663151728179,1.0283687943262412,83.0,85.35
southern-methodist,1.0150979762287182,0.9668874172185431,79.0,77.825

mississippi,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
western-michigan,1.2756909992912828,0.8314387788242936,90.0,70.55
butler,1.055922195206669,1.2237375598967932,76.0,71.975

south-carolina-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
tulsa,0.8109161793372319,1.120787580461946,52.0,64.125
charleston-southern,0.93354943273906,1.1745298581326293,72.0,77.125
cleveland-state,1.038374717832957,1.2375690607734806,69.0,66.45
ohio-state,0.8634111818825194,1.1768595041322314,61.0,70.65

akron,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
youngstown-state,1.3545266067726331,1.0036363636363637,98.0,72.35
chicago-state,1.0991787744788375,0.5899326707277974,87.0,79.15
clemson,0.9435897435897436,1.0468920392584513,69.0,73.125

duquesne,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
william-mary,1.2504652028284333,0.9922041105598867,84.0,67.175
illinois-chicago,1.1069651741293531,1.0924891371818746,89.0,80.4
radford,0.960668290985033,0.9139593002499107,69.0,71.825

miami-oh,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
butler,0.9952433223563849,1.362088535754824,68.0,68.325
north-dakota-state,1.3666026871401151,1.2435233160621764,89.0,65.125
montana,1.0810810810810811,1.0680321872713974,71.0,65.675
pepperdine,1.0515938218862964,1.096938775510204,80.0,76.075

butler,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
miami-oh,1.362088535754824,0.9952433223563849,90.0,66.075
detroit-mercy,1.1211211211211212,0.8571428571428571,84.0,74.925
mississippi,1.2237375598967932,1.055922195206669,83.0,67.825

kent-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
cleveland-state,1.0368519675202998,1.010230179028133,83.0,80.05
liberty,1.0358860525342213,1.1131189013371883,70.0,67.575
alcorn-state,1.0881542699724518,0.6938923021322733,79.0,72.6

columbia,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
marist,1.0287648054145515,1.1164057181756297,76.0,73.875
youngstown-state,1.0617204988807163,1.206288097529676,83.0,78.175
florida-international,1.0384959713518351,1.0876803551609324,87.0,83.775
fordham,1.0751850409037789,1.0662604722010662,69.0,64.175

north-dakota,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
milwaukee,0.8792742498255407,0.8247422680412371,63.0,71.65
kentucky,0.799448656099242,1.292929292929293,58.0,72.55

tennessee-martin,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
western-kentucky,0.9351333552848206,1.1470490163387796,71.0,75.925
mercer,0.8794430194210334,1.1302752293577982,60.0,68.225

belmont,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
illinois-state,1.248829222603809,1.1219665931295304,100.0,80.075
middle-tennessee,1.1031175059952039,0.8899725693386162,92.0,83.4
lipscomb,1.0283687943262412,0.9724663151728179,87.0,84.6

fordham,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
houston-baptist,1.0480349344978166,1.0224948875255624,72.0,68.7
florida-international,1.045011016682405,0.9026963657678782,83.0,79.425
youngstown-state,0.9759650400582665,0.8674013508709563,67.0,68.65
columbia,1.0662604722010662,1.0751850409037789,70.0,65.65

murray-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
wright-state,1.1291569992266046,0.7932427469702533,73.0,64.65

troy,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
saint-louis,0.8270944741532977,0.9411764705882353,58.0,70.125
pittsburgh,1.0231923601637107,1.1987156617909382,75.0,73.3
southern-mississippi,1.011881947106171,1.2390057361376674,66.0,65.225
central-arkansas,1.1325966850828728,1.0249584026622296,82.0,72.4

northern-iowa,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas-arlington,0.8804605485946495,1.0317183687696063,65.0,73.825
pennsylvania,0.9457209457209457,1.0966608084358525,71.0,75.075
eastern-kentucky,1.1019283746556474,0.9892347977887693,90.0,81.675
old-dominion,0.8671216378964272,0.8376135914658237,54.0,62.275

texas-arlington,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
northern-iowa,1.0317183687696063,0.8804605485946495,74.0,71.725
texas-am-corpus-christi,0.9308787773532478,1.1031356252361164,67.0,71.975
california-davis,1.057542768273717,0.8956356736242884,68.0,64.3

quinnipiac,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
villanova,0.7507082152974505,1.2912912912912915,53.0,70.6
hartford,0.7970479704797048,1.0160627568173328,54.0,67.75

boise-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
idaho-state,0.986958054282693,0.972644376899696,70.0,70.925
jackson-state,0.985568461809222,0.7475317348377997,70.0,71.025
creighton,1.1014103425117527,1.2797821647379168,82.0,74.45

north-texas,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
portland,1.2273800157356414,1.1235090419392075,78.0,63.55
hawaii,1.0518174787316317,0.7706837929731772,68.0,64.65
maryland-eastern-shore,1.0629152012504886,0.5093632958801498,68.0,63.975

southern-utah,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
san-jose-state,0.890988862639217,0.8101613456917267,66.0,74.075
seattle,1.002403020940611,0.9234828496042217,73.0,72.825

san-jose-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
southern-utah,0.8101613456917267,0.890988862639217,59.0,72.825
weber-state,0.9296709930576517,1.0026540843409024,77.0,82.825
cal-state-bakersfield,1.0084033613445378,1.0121317157712304,72.0,71.4
central-michigan,1.0655147588192944,1.0868787987129067,74.0,69.45

loyola-marymount,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
nevada-las-vegas,0.8751793400286944,0.691323885240235,61.0,69.7
cal-state-northridge,1.0405004939084623,0.8613728129205922,79.0,75.925
georgetown,0.9867172675521821,0.7703703703703704,65.0,65.875
ohio,0.9622501850481125,0.761386811692726,65.0,67.55

nevada-las-vegas,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
loyola-marymount,0.691323885240235,0.8751793400286944,50.0,72.325
california-riverside,1.0484164543137968,0.7807118254879448,72.0,68.675
oakland,1.152199299338264,0.9114680612626075,74.0,64.225

st-francis-ny,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
boston-college,1.0619469026548674,1.0338805448829897,69.0,64.975
richmond,1.0030395136778116,1.3100111648678825,66.0,65.8
lafayette,1.0643015521064303,0.9160305343511451,84.0,78.925

florida-atlantic,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
central-florida,1.087695445275323,1.1072179397337072,80.0,73.55
georgia-southern,0.8741804558226662,1.0406504065040652,70.0,80.075
towson,1.3809910641754672,1.0814927646610815,85.0,61.55
incarnate-word,1.046811647622558,1.115211152111521,71.0,67.825

southern-mississippi,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
southern-methodist,1.169498222046622,1.027699718988358,74.0,63.275
troy,1.2390057361376674,1.011881947106171,81.0,65.375

stetson,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
missouri-state,0.8218373936014088,1.0368519675202998,70.0,85.175
southern-california,0.7354315986288564,1.1949685534591195,59.0,80.225
southeastern-louisiana,0.8102345415778253,1.0260223048327137,57.0,70.35
robert-morris,1.0027855153203342,1.1842105263157894,72.0,71.8

cal-poly,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
arizona,0.7997377908882333,1.1444521981856244,61.0,76.275
washington-state,0.9814230634419908,1.188118811881188,70.0,71.325

sam-houston-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
louisiana-tech,0.9400544959128064,1.0931319669183746,69.0,73.4
clemson,0.8702064896755163,1.1644374508261213,59.0,67.8
georgia,0.9366995975118917,1.1355034065102196,64.0,68.325
jackson-state,0.9990009990009989,0.8069939475453934,75.0,75.075

appalachian-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
alabama,0.9749582637729549,1.1031664964249235,73.0,74.875
purdue,0.9283819628647214,1.2646048109965635,70.0,75.4
wichita-state,1.0644257703081232,1.2045538009548291,76.0,71.4
ball-state,0.9360544217687075,1.0752073205604804,86.0,91.875

tulane,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
florida-state,0.9031413612565444,1.0610079575596816,69.0,76.4
coastal-carolina,1.049222797927461,0.9825468648998061,81.0,77.2
south-dakota-state,1.0509852987175476,1.1099549080818591,84.0,79.925

washington-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
nicholls-state,1.1706675435711935,0.9260450160771704,89.0,76.025
seattle,0.8801020408163265,1.0273296015805071,69.0,78.4
cal-poly,1.188118811881188,0.9814230634419908,84.0,70.7

niagara,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
st-bonaventure,1.1130434782608696,0.9674168626133692,80.0,71.875
loyola-il,0.8982252806954002,1.0702818408847663,62.0,69.025
wyoming,0.9713322091062394,0.8856576338400528,72.0,74.125

ohio,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
campbell,1.1460912628227804,1.0292562566090941,81.0,70.675
south-florida,0.6170355466130114,0.9199747952110902,46.0,74.55
loyola-marymount,0.761386811692726,0.9622501850481125,56.0,73.55

middle-tennessee,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
belmont,0.8899725693386162,1.1031175059952039,73.0,82.025
charleston-southern,0.9905506679700229,0.9278678106132825,76.0,76.725

south-dakota,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
northern-arizona,1.2028065486134314,0.9698558322411533,90.0,74.825
high-point,0.9329446064139942,0.9527590313616514,56.0,60.025
air-force,0.9107601909658465,0.9423704240666909,62.0,68.075
maryland-baltimore-county,0.800552104899931,0.7074829931972789,58.0,72.45

texas-am-corpus-christi,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas-pan-american,1.069767441860465,1.110299488677867,69.0,64.5
texas-arlington,1.1031356252361164,0.9308787773532478,73.0,66.175
california-davis,0.7427785419532325,0.7851239669421488,54.0,72.7

texas-san-antonio,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
oklahoma,0.7945449155054847,1.0981382139476177,67.0,84.325
oklahoma-state,0.7794738551477753,1.1310344827586207,60.0,76.975
california-irvine,0.761386811692726,0.9151707145371347,56.0,73.55

canisius,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
bucknell,1.0951585976627713,0.9931972789115646,82.0,74.875
albany-ny,0.9182608695652174,1.073345259391771,66.0,71.875
florida-state,0.8457538994800693,1.2358803986710964,61.0,72.125

florida-international,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
milwaukee,0.990498128419234,0.9328463051418938,86.0,86.825
fordham,0.9026963657678782,1.045011016682405,77.0,85.3
columbia,1.0876803551609324,1.0384959713518351,98.0,90.1
youngstown-state,1.1703958691910499,1.0823392493453594,102.0,87.15

georgia-southern,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
george-mason,1.1694510739856803,1.0850350502895458,98.0,83.8
florida-atlantic,1.0406504065040652,0.8741804558226662,80.0,76.875
pepperdine,1.090120780427377,0.9503502893694791,88.0,80.725
montana,1.0536713862364175,1.0387858347386172,80.0,75.925

stephen-f-austin,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
miami-fl,0.8488840102451518,1.3803019410496047,58.0,68.325

north-carolina-asheville,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
north-carolina-state,0.6314432989690723,1.2066365007541477,49.0,77.6
northern-kentucky,0.6837606837606838,1.0430071114121233,50.0,73.125
coastal-carolina,0.8055770720371805,1.1428571428571428,52.0,64.55
manhattan,0.7231208372978116,0.9383145091225022,38.0,52.55

drake,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
colorado,0.8877774304470147,1.2890750886239124,71.0,79.975
texas-state,1.0197144799456153,0.9302325581395349,75.0,73.55

colorado,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
drake,1.2890750886239124,0.8877774304470147,100.0,77.575
nebraska-omaha,1.083304765169695,1.0460251046025104,79.0,72.925

california-baptist,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
oral-roberts,1.0218978102189782,0.9517241379310345,70.0,68.5
tulsa,1.0522810522810522,1.1232876712328768,79.0,75.075
nevada,0.7044508485430675,1.183431952662722,55.0,78.075

arkansas-little-rock,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
tennessee-state,1.1062979006997666,0.8975217682518418,83.0,75.025
nevada,0.7654881608822575,1.1466227347611202,59.0,77.075
tulsa,0.9713574097135741,1.0794234897270776,78.0,80.3

pepperdine,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
northern-colorado,1.0677344010677345,1.0576923076923077,80.0,74.925
towson,0.9490221224751524,0.8513425016371972,74.0,77.975
georgia-southern,0.9503502893694791,1.090120780427377,78.0,82.075
miami-oh,1.096938775510204,1.0515938218862964,86.0,78.4

northern-colorado,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
pepperdine,1.0576923076923077,1.0677344010677345,88.0,83.2

grambling,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
wyoming,1.0273296015805071,1.1286089238845145,78.0,75.925
loyola-il,0.8628244017526121,1.0921501706484642,64.0,74.175

valparaiso,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
western-kentucky,1.0208483105679367,1.208591190389516,71.0,69.55
monmouth,0.9527353926311872,0.864953080375357,64.0,67.175
wake-forest,0.968113714944295,1.038374717832957,63.0,65.075

fresno-state,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
texas-christian,0.8984375,1.0746685275645498,69.0,76.8

liberty,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
kent-state,1.1131189013371883,1.0358860525342213,77.0,69.175
vanderbilt,0.925925925925926,1.077762619372442,70.0,75.6

howard,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
massachusetts,0.9133646742780389,0.8408408408408409,68.0,74.45
southern-illinois,0.9410160245482441,1.1269517990495586,69.0,73.325

princeton,
 Opponent, PointsPerPos Scored, PointsPerPos Allowed, 
lehigh,0.7983193277310924,0.9924190213645762,57.0,71.4

